"Genename"	0	"1h"	"6h"	"12h"	"24h"	"36h"	"48h"	"72h"
ENSMUSG00000037108:ZCWPW1	0.00	-0.05	0.39	0.96	1.70	2.52	2.37	1.81
ENSMUSG00000037111:SETD7	0.00	0.49	0.30	0.02	0.93	2.45	3.38	4.35
ENSMUSG00000037129:TMPRSS13	0.00	-1.57	-2.21	-1.64	-1.19	-1.04	0.51	1.33
ENSMUSG00000037138:AFF3	0.00	-0.10	1.01	1.36	2.17	3.59	3.98	3.90
ENSMUSG00000037139:MYOM3	0.00	0.09	-0.79	-0.67	-0.21	-0.55	-1.50	-2.73
ENSMUSG00000037148:ARHGAP10	0.00	0.23	1.07	0.93	0.89	0.87	1.21	1.45
ENSMUSG00000037157:IL22RA1	0.00	-0.04	-0.18	-0.05	0.38	1.21	0.55	0.02
ENSMUSG00000037161:MGARP	0.00	-0.56	-1.60	-1.75	-1.61	-2.37	-1.92	-1.43
ENSMUSG00000037166:PPP1R14A	0.00	-0.00	-0.40	0.17	-0.00	0.11	1.01	1.49
ENSMUSG00000037169:MYCN	0.00	-0.28	-0.32	-0.10	0.87	1.25	1.28	0.36
ENSMUSG00000037172:E330009J07RIK	0.00	0.22	0.51	0.62	0.77	1.12	1.57	1.89
ENSMUSG00000037185:KRT80	0.00	-0.43	-0.26	-0.45	-0.46	0.04	1.11	1.18
ENSMUSG00000037188:GRHL3	0.00	-0.75	0.09	-0.24	-1.74	-3.77	-4.50	-4.88
ENSMUSG00000037196:PACRG	0.00	0.13	0.01	0.15	0.27	0.08	0.13	1.02
ENSMUSG00000037211:SPRY1	0.00	-0.30	0.25	0.46	0.99	1.38	1.64	2.38
ENSMUSG00000037224:ZFYVE28	0.00	0.09	-1.03	-0.47	-0.85	-1.27	-1.47	-2.13
ENSMUSG00000037239:SPRED3	0.00	0.23	0.51	0.68	0.91	2.42	2.31	2.12
ENSMUSG00000037260:HGSNAT	0.00	-0.67	-0.87	-0.72	-0.70	-1.16	0.06	0.74
ENSMUSG00000037275:GEMIN5	0.00	-0.16	0.21	0.49	0.74	1.44	1.21	0.83
ENSMUSG00000037279:OVOL2	0.00	-0.65	0.14	-0.36	0.69	1.27	1.40	1.95
ENSMUSG00000037280:GALNT6	0.00	-0.14	-0.68	-0.03	0.05	-0.31	-1.79	-4.50
ENSMUSG00000037286:STAG1	0.00	0.15	0.28	-0.41	-1.11	-1.13	-0.61	-0.04
ENSMUSG00000037287:TBCEL	0.00	-0.46	-0.94	-0.75	-0.44	-0.53	-1.33	-1.06
ENSMUSG00000037306:MAN1C1	0.00	-0.30	-1.34	-1.09	-0.78	-2.54	-1.73	-1.51
ENSMUSG00000037321:TAP1	0.00	-0.34	-1.04	-0.02	0.60	1.10	1.90	1.94
ENSMUSG00000037336:MFSD2B	0.00	1.93	-0.97	-0.63	-1.23	-2.61	-2.80	-3.06
ENSMUSG00000037341:SLC9A7	0.00	0.24	0.74	0.11	2.28	3.01	2.44	4.33
ENSMUSG00000037347:CHST7	0.00	0.80	0.36	0.42	0.90	0.97	1.55	1.79
ENSMUSG00000037349:NUDT22	0.00	-0.12	0.14	0.20	-0.59	-1.27	-0.77	-1.16
ENSMUSG00000037353:LETMD1	0.00	-0.25	-1.19	-1.96	-3.81	-4.27	-3.40	-2.01
ENSMUSG00000037355:UVSSA	0.00	0.23	0.13	0.00	-0.86	-0.57	0.12	1.13
ENSMUSG00000037366:PAFAH2	0.00	-0.51	-0.96	0.00	0.22	-0.20	-0.78	-1.04
ENSMUSG00000037375:HHAT	0.00	-0.43	-0.87	-1.42	-1.47	-1.77	-1.82	-1.36
ENSMUSG00000037386:RIMS2	0.00	0.03	0.62	0.59	0.89	1.06	0.55	1.07
ENSMUSG00000037395:RCOR3	0.00	-0.12	-0.66	-0.57	-0.74	-1.20	-1.04	-0.51
ENSMUSG00000037405:ICAM1	0.00	-0.87	-2.26	-2.11	-2.07	-2.38	-2.46	-3.27
ENSMUSG00000037410:TBC1D2B	0.00	-0.16	0.39	0.33	0.17	-0.53	-1.15	-1.12
ENSMUSG00000037411:SERPINE1	0.00	0.31	0.13	0.09	-0.16	-0.46	-1.61	-3.26
ENSMUSG00000037419:ENDOD1	0.00	0.72	1.20	0.41	0.26	-0.67	-0.09	1.35
ENSMUSG00000037437:ADAM32	0.00	0.19	-0.19	-0.58	-0.89	-1.15	-1.19	-1.08
ENSMUSG00000037440:VNN1	0.00	1.07	3.62	0.69	-0.26	0.21	-0.14	-0.43
ENSMUSG00000037446:TULP1	0.00	-0.15	-0.55	-0.16	0.73	0.99	1.33	2.25
ENSMUSG00000037455:SLC18B1	0.00	-0.34	-0.05	-0.36	-0.45	-1.51	-2.77	-3.34
ENSMUSG00000037465:KLF10	0.00	-0.71	-1.40	-0.99	-0.73	-0.65	0.10	-0.05
ENSMUSG00000037490:SLC2A12	0.00	0.08	0.04	-0.46	-0.37	-0.60	-0.31	1.49
ENSMUSG00000037493:CIB2	0.00	0.25	0.20	-0.07	1.54	1.31	1.60	1.98
ENSMUSG00000037499:NENF	0.00	0.55	-0.17	-0.10	0.51	0.63	1.80	2.59
ENSMUSG00000037509:ARHGEF4	0.00	-1.41	-1.27	-0.38	-0.53	-0.25	0.47	0.40
ENSMUSG00000037523:MAVS	0.00	-0.94	-0.49	-0.45	-1.56	-2.33	-2.12	-2.11
ENSMUSG00000037526:ATG14	0.00	0.36	-0.37	-0.36	-0.50	-0.76	-1.27	-1.43
ENSMUSG00000037541:SHANK2	0.00	0.39	-0.09	-0.42	-0.27	1.08	1.76	2.48
ENSMUSG00000037552:PLEKHG2	0.00	0.03	0.04	-0.62	-0.76	-0.22	0.57	2.58
ENSMUSG00000037553:ZDHHC18	0.00	-0.42	-0.15	-0.32	-0.82	-1.12	-1.09	-1.44
ENSMUSG00000037568:VASH2	0.00	0.65	0.58	0.91	2.20	3.15	3.76	3.77
ENSMUSG00000037573:TOB1	0.00	-0.29	-1.10	-1.10	-1.25	-1.71	-1.82	-2.14
ENSMUSG00000037578:PKD2L1	0.00	0.02	-0.28	0.39	0.16	-0.62	-2.02	-4.83
ENSMUSG00000037579:KCNH3	0.00	-0.97	-2.42	-1.80	-1.73	-0.95	-2.53	-4.38
ENSMUSG00000037580:GCH1	0.00	0.22	-0.16	-0.90	-0.64	-0.83	1.67	2.96
ENSMUSG00000037605:ADGRL3	0.00	0.62	0.58	0.59	0.65	1.93	1.07	0.35
ENSMUSG00000037606:OSBPL5	0.00	-0.42	-1.14	-1.07	-1.07	-1.46	0.11	1.15
ENSMUSG00000037610:KCNMB2	0.00	0.27	-0.17	0.09	0.62	1.20	0.92	1.25
ENSMUSG00000037617:SPAG1	0.00	0.12	0.42	0.53	0.61	0.99	1.07	0.46
ENSMUSG00000037622:WDTC1	0.00	0.06	-0.31	-0.09	-0.02	-0.37	-0.80	-1.68
ENSMUSG00000037624:KCNK2	0.00	0.38	1.44	1.07	0.31	0.54	-0.10	-0.33
ENSMUSG00000037628:CDKN3	0.00	0.44	1.01	0.63	0.81	0.44	0.30	0.98
ENSMUSG00000037638:ZBTB42	0.00	0.60	0.13	0.21	-0.19	0.31	0.19	1.39
ENSMUSG00000037652:PHC3	0.00	-0.62	-0.94	-1.08	-0.95	-1.07	-1.18	-0.96
ENSMUSG00000037661:GPR160	0.00	0.00	0.03	0.05	-0.23	-1.69	-1.61	-1.90
ENSMUSG00000037664:CDKN1C	0.00	0.18	0.16	1.89	3.44	3.34	2.80	1.43
ENSMUSG00000037679:INF2	0.00	-1.18	-0.71	-0.39	0.59	1.83	1.58	1.80
ENSMUSG00000037681:ESYT3	0.00	-0.03	-0.19	-0.64	-0.84	-1.05	-0.73	-0.56
ENSMUSG00000037685:ATP8A1	0.00	-0.40	-1.06	-0.84	-0.93	-1.90	-1.42	-0.88
ENSMUSG00000037686:ASPG	0.00	-0.03	-0.90	-0.75	-0.33	0.61	2.24	3.08
ENSMUSG00000037697:DDHD1	0.00	0.24	0.45	-0.40	-0.77	-1.06	-0.98	-0.72
ENSMUSG00000037703:LZTS3	0.00	-0.13	-0.11	-0.26	-0.29	-0.38	-0.87	-1.71
ENSMUSG00000037706:CD81	0.00	-0.32	-0.27	-0.25	-0.87	-1.26	-1.27	-1.26
ENSMUSG00000037716:CCDC33	0.00	0.33	-0.30	0.92	1.87	2.11	2.41	2.12
ENSMUSG00000037722:GNPNAT1	0.00	0.29	1.11	0.90	0.58	-0.01	-0.11	0.05
ENSMUSG00000037752:XKR8	0.00	-0.85	0.00	-0.07	-0.43	-0.31	-0.94	-1.77
ENSMUSG00000037759:PTGER2	0.00	1.46	3.51	2.87	0.94	-0.39	-0.20	-0.11
ENSMUSG00000037762:SLC16A9	0.00	-0.77	-1.74	-3.04	-3.89	-4.21	-3.47	-3.06
ENSMUSG00000037772:MRPL23	0.00	-0.17	0.02	-0.14	0.08	0.00	0.45	1.03
ENSMUSG00000037773:PCED1A	0.00	-0.05	0.46	0.53	0.74	1.52	1.19	1.41
ENSMUSG00000037784:DZIP1L	0.00	0.32	0.60	0.64	0.37	1.04	1.89	1.92
ENSMUSG00000037787:APOPT1	0.00	-0.11	-0.57	-0.72	-0.88	-1.14	-1.48	0.06
ENSMUSG00000037788:VOPP1	0.00	0.42	-0.18	-0.39	-0.50	-1.59	-0.27	1.18
ENSMUSG00000037798:MAT1A	0.00	0.42	0.77	1.32	1.48	1.42	2.07	3.04
ENSMUSG00000037816:FBXW17	0.00	-0.15	0.70	1.16	1.59	1.34	0.59	0.76
ENSMUSG00000037818:3110057O12RIK	0.00	-0.51	-0.71	-1.15	-0.68	-1.16	-1.06	-1.18
ENSMUSG00000037820:TGM2	0.00	-0.24	-1.78	-2.82	-3.08	-3.65	-2.79	-2.81
ENSMUSG00000037822:SMIM14	0.00	-0.09	-0.30	-0.57	-0.66	-1.43	-1.30	-0.61
ENSMUSG00000037824:TSPAN14	0.00	-0.60	-0.44	-1.10	-1.56	-2.11	-2.00	-1.95
ENSMUSG00000037826:PPM1K	0.00	-0.37	-0.34	-0.55	-0.86	-1.19	-0.76	0.20
ENSMUSG00000037833:SH2D4B	0.00	0.07	-0.13	-0.76	-2.48	-4.87	-5.66	-6.09
ENSMUSG00000037843:VSTM2L	0.00	0.13	0.35	0.37	-0.05	0.24	0.69	1.02
ENSMUSG00000037847:NMRK1	0.00	-0.25	-0.55	-0.70	-0.88	-1.94	-1.63	-1.67
ENSMUSG00000037851:IARS	0.00	-0.39	-0.80	-1.01	-0.96	-0.83	-0.23	-0.04
ENSMUSG00000037852:CPE	0.00	-0.67	-0.99	-1.69	-1.67	-1.56	-1.57	-0.16
ENSMUSG00000037855:ZFP365	0.00	-0.48	-0.03	0.75	0.62	0.82	1.19	1.53
ENSMUSG00000037860:AIM2	0.00	-0.31	-0.21	-0.39	-0.32	-0.58	-0.94	-1.84
ENSMUSG00000037876:JMJD1C	0.00	0.40	1.31	1.14	1.25	1.34	1.16	1.43
ENSMUSG00000037887:DUSP8	0.00	0.95	-0.29	-0.26	0.06	0.87	1.31	2.18
ENSMUSG00000037890:WDR19	0.00	-0.44	-0.54	-0.44	-1.09	-1.61	-0.94	0.20
ENSMUSG00000037892:PCDH18	0.00	0.49	0.49	1.02	2.09	3.55	3.70	3.86
ENSMUSG00000037902:SIRPA	0.00	-0.62	-1.96	-1.41	-1.52	-1.58	-1.28	-1.30
ENSMUSG00000037910:1700018B24RIK	0.00	0.60	0.90	0.67	1.31	1.14	0.81	-0.85
ENSMUSG00000037913:TMEM156	0.00	-0.22	-0.02	-0.48	-0.57	-1.13	-1.31	-1.30
ENSMUSG00000037949:ANO10	0.00	0.00	-1.01	-0.78	0.16	-0.47	0.90	3.06
ENSMUSG00000037960:1110007C09RIK	0.00	-0.03	-0.22	-0.63	0.70	1.87	2.12	1.86
ENSMUSG00000037965:ZC3H7A	0.00	0.19	0.15	-0.01	0.04	-0.59	-1.03	-0.90
ENSMUSG00000037972:SNN	0.00	-0.34	0.25	0.08	1.02	1.31	1.29	1.97
ENSMUSG00000037989:WNK2	0.00	-0.75	-0.82	-0.28	0.03	0.31	1.51	2.43
ENSMUSG00000037990:SH3RF3	0.00	-0.05	0.40	0.10	0.01	-0.49	0.65	2.26
ENSMUSG00000037992:RARA	0.00	-0.78	-0.82	-0.20	0.03	0.15	-0.54	-1.17
ENSMUSG00000037995:IGSF9	0.00	0.02	2.61	3.85	5.08	5.71	5.64	5.56
ENSMUSG00000038010:CCDC138	0.00	-0.24	0.14	0.51	0.90	1.13	0.75	0.95
ENSMUSG00000038011:DNAH10	0.00	0.07	-0.16	-0.81	-1.28	-0.40	0.70	0.50
ENSMUSG00000038023:ATP6V0A2	0.00	-0.08	0.35	-0.03	-0.58	-0.97	-1.15	-1.19
ENSMUSG00000038025:PHF2	0.00	-0.34	-0.57	-0.53	-0.73	-1.20	-0.56	-0.16
ENSMUSG00000038026:KCNJ9	0.00	0.21	0.22	0.62	1.71	2.41	2.03	1.47
ENSMUSG00000038028:TIGAR	0.00	-0.19	-0.38	-0.48	-1.05	-1.55	-1.40	-1.91
ENSMUSG00000038042:PTPDC1	0.00	0.31	0.31	0.32	0.26	0.28	1.02	1.53
ENSMUSG00000038045:SULT6B1	0.00	-0.18	0.14	0.68	0.76	0.16	-1.95	-3.05
ENSMUSG00000038055:DEXI	0.00	-0.44	-0.55	-0.89	-0.98	-1.64	-1.14	-0.91
ENSMUSG00000038056:KMT2C	0.00	0.06	-0.00	0.03	-0.20	-0.31	-1.03	-0.93
ENSMUSG00000038058:NOD1	0.00	-0.53	-0.34	-0.92	-1.93	-2.01	-1.90	-3.05
ENSMUSG00000038065:MTURN	0.00	-0.17	-0.01	-0.50	-0.81	-1.36	-1.56	0.30
ENSMUSG00000038068:RNF144B	0.00	-1.09	-1.94	-2.33	-2.82	-3.18	-2.49	-1.50
ENSMUSG00000038072:GALNT11	0.00	-0.01	-0.28	-0.50	-0.70	-1.62	-1.58	-1.19
ENSMUSG00000038074:FKBP14	0.00	0.06	-0.27	-1.24	-2.27	-3.78	-3.75	-3.29
ENSMUSG00000038077:KCNA6	0.00	0.15	-0.05	-0.08	0.20	0.88	1.70	2.43
ENSMUSG00000038079:TMEM237	0.00	-0.19	-0.25	-0.05	0.07	0.20	0.88	1.16
ENSMUSG00000038086:HSPB2	0.00	-0.13	0.59	0.12	-0.01	-0.42	1.02	1.20
ENSMUSG00000038094:ATP13A4	0.00	0.20	0.90	0.75	1.10	0.84	-0.13	-1.17
ENSMUSG00000038112:AW551984	0.00	-0.01	-0.10	-0.66	0.80	1.85	1.30	1.01
ENSMUSG00000038122:TBC1D32	0.00	-0.17	0.05	0.03	-0.27	0.18	0.83	1.62
ENSMUSG00000038127:CCDC50	0.00	0.15	0.09	-0.22	-0.02	0.21	0.44	1.03
ENSMUSG00000038128:CAMK4	0.00	0.21	-0.29	-0.49	-0.91	-0.93	0.81	1.80
ENSMUSG00000038132:RBM24	0.00	1.08	-0.77	-1.18	-1.13	-1.03	-0.83	-0.75
ENSMUSG00000038141:TMEM181A	0.00	0.15	-1.30	-1.44	-2.57	-2.55	-1.97	-1.55
ENSMUSG00000038146:NOTCH3	0.00	-1.31	-2.07	-0.94	-0.25	0.43	1.10	1.10
ENSMUSG00000038151:PRDM1	0.00	-1.33	-1.91	-1.27	-0.26	-0.62	-1.77	-3.57
ENSMUSG00000038155:GSTP2	0.00	0.10	-0.26	-0.60	-0.38	-0.29	-1.87	-4.11
ENSMUSG00000038156:SPON1	0.00	0.26	0.03	0.19	2.28	3.66	4.33	6.11
ENSMUSG00000038165:1700022A21RIK	0.00	-0.70	-1.50	-1.84	-2.04	-2.01	-2.03	-1.96
ENSMUSG00000038168:P3H2	0.00	1.02	0.84	0.55	0.56	1.77	2.63	3.74
ENSMUSG00000038172:TTC39B	0.00	0.18	-0.15	-0.14	-0.45	-0.87	-1.20	-1.41
ENSMUSG00000038175:MYLIP	0.00	-0.61	-0.83	-0.95	-0.79	-1.18	-0.87	-1.12
ENSMUSG00000038178:SLC43A2	0.00	-0.88	-0.33	-0.47	0.23	0.93	1.25	1.66
ENSMUSG00000038180:SPAG4	0.00	0.45	0.20	-0.14	-0.41	-0.11	0.87	1.51
ENSMUSG00000038181:CHPF2	0.00	-0.41	-0.60	-0.78	-1.11	-0.66	-0.97	-0.64
ENSMUSG00000038195:RILP	0.00	0.13	0.21	-0.85	-0.91	-0.88	-1.00	-1.03
ENSMUSG00000038210:HOXA11	0.00	0.22	0.77	1.38	0.68	-0.31	-0.40	-0.40
ENSMUSG00000038213:TAPBPL	0.00	0.14	-0.17	0.08	0.89	1.40	1.29	1.30
ENSMUSG00000038214:BEND3	0.00	0.28	0.83	1.02	1.78	2.62	2.21	2.37
ENSMUSG00000038236:HOXA7	0.00	0.56	-0.36	-0.53	-1.16	-1.90	-1.70	-2.43
ENSMUSG00000038242:AOX4	0.00	0.44	0.38	1.23	1.79	1.76	1.59	0.23
ENSMUSG00000038244:MICAL2	0.00	-0.32	-0.22	-0.67	-0.14	0.56	1.13	0.72
ENSMUSG00000038253:HOXA5	0.00	0.89	0.74	0.10	-0.57	-1.02	-1.05	-1.02
ENSMUSG00000038260:TRPM4	0.00	-0.48	-1.08	-1.18	-0.78	-1.26	-0.66	-0.41
ENSMUSG00000038264:SEMA7A	0.00	-0.45	0.18	-0.19	-0.84	-1.58	-1.73	-2.37
ENSMUSG00000038267:SLC22A23	0.00	-0.12	-0.47	-0.68	-0.52	-1.26	-0.67	-0.05
ENSMUSG00000038271:IFFO1	0.00	-0.50	-0.29	-0.31	-1.50	-1.77	-1.68	-1.71
ENSMUSG00000038280:OSTM1	0.00	-0.00	-0.42	-0.98	-1.27	-2.18	-1.59	-1.54
ENSMUSG00000038291:SNX25	0.00	0.18	0.07	-0.57	-0.21	-0.81	-1.01	-1.16
ENSMUSG00000038292:CCDC155	0.00	-0.04	0.08	0.70	0.58	0.78	1.50	1.75
ENSMUSG00000038296:GALNT18	0.00	0.17	-2.50	-2.14	-2.12	-2.33	-1.82	-1.21
ENSMUSG00000038298:PDZK1	0.00	0.00	-1.12	-1.62	-0.32	2.16	1.31	0.04
ENSMUSG00000038305:SPATS2L	0.00	-0.00	-0.42	-1.32	-2.02	-1.40	-1.15	-0.27
ENSMUSG00000038312:EDEM2	0.00	-0.45	-0.65	-0.61	-0.58	-1.13	-0.75	-0.47
ENSMUSG00000038323:1700066M21RIK	0.00	-0.72	-0.35	-0.64	-0.66	-1.37	-1.32	-1.31
ENSMUSG00000038331:SATB2	0.00	-0.43	0.06	-0.50	-0.70	-1.23	-1.66	-2.55
ENSMUSG00000038347:TCTE2	0.00	0.70	-0.53	-0.90	0.30	1.47	0.64	-0.43
ENSMUSG00000038352:ARL5C	0.00	-0.26	-1.09	-0.92	-1.11	-2.04	-1.03	-1.25
ENSMUSG00000038354:ANKRD35	0.00	-0.78	-1.17	-1.73	-1.79	-2.75	-3.28	-4.99
ENSMUSG00000038366:LASP1	0.00	-0.12	0.96	0.49	-0.12	-0.63	-1.06	-0.87
ENSMUSG00000038369:NCOA6	0.00	-0.26	-1.11	-1.24	-1.48	-1.78	-1.75	-1.79
ENSMUSG00000038387:RRAS	0.00	-0.37	-1.02	-0.83	-0.67	-0.87	0.04	1.36
ENSMUSG00000038390:GPR162	0.00	-0.55	-0.06	0.31	0.45	1.19	0.83	1.53
ENSMUSG00000038403:HFE2	0.00	-0.24	0.25	0.67	0.71	1.31	2.00	2.06
ENSMUSG00000038417:FIG4	0.00	0.25	0.20	0.23	-0.40	-1.12	-1.13	-1.23
ENSMUSG00000038437:MLLT6	0.00	0.30	-0.24	-0.11	-0.73	-1.01	-1.52	-1.54
ENSMUSG00000038481:CDK19	0.00	-0.01	-0.64	-0.58	-0.63	-1.55	-1.79	-1.21
ENSMUSG00000038482:TFDP1	0.00	-0.08	-0.12	0.53	0.81	1.43	1.30	0.86
ENSMUSG00000038486:SV2A	0.00	-0.01	0.94	0.99	1.78	3.61	3.64	3.87
ENSMUSG00000038489:POLR2L	0.00	0.38	0.67	0.71	0.74	1.09	0.87	0.23
ENSMUSG00000038507:PARP12	0.00	0.32	0.64	1.09	1.74	1.78	1.27	0.21
ENSMUSG00000038508:GDF15	0.00	-0.89	-2.33	-2.08	-1.86	-2.89	-0.81	-2.06
ENSMUSG00000038515:GRTP1	0.00	-0.47	-1.07	-1.00	-1.02	-1.46	-1.32	-1.96
ENSMUSG00000038521:C1S1	0.00	0.18	-0.62	-0.52	-0.42	-1.94	-1.65	-2.06
ENSMUSG00000038526:CAR14	0.00	0.22	0.99	2.31	3.82	4.95	6.06	7.11
ENSMUSG00000038527:C1RL	0.00	-0.43	-1.12	-1.36	-1.45	-2.16	-1.69	-1.90
ENSMUSG00000038533:CBFA2T2	0.00	-0.46	-0.76	-0.63	-0.59	-0.83	-1.09	-1.39
ENSMUSG00000038534:OSBPL7	0.00	-0.85	-1.26	-1.54	-1.72	-1.66	-1.59	-1.42
ENSMUSG00000038539:ATF5	0.00	-0.14	-1.19	-1.60	-1.12	-1.30	-0.36	0.90
ENSMUSG00000038540:TMC3	0.00	0.26	-0.57	-0.80	-1.15	-1.66	-0.86	0.06
ENSMUSG00000038543:BC028528	0.00	0.02	0.35	1.14	1.15	-0.27	-0.81	-0.98
ENSMUSG00000038550:CIART	0.00	-0.77	-1.64	-1.23	-0.36	-0.46	0.36	-0.45
ENSMUSG00000038552:FNDC4	0.00	0.02	0.82	0.47	1.21	2.35	2.64	3.02
ENSMUSG00000038555:REEP2	0.00	-0.14	-0.59	-0.40	-0.28	-0.25	0.93	1.94
ENSMUSG00000038560:SP6	0.00	-0.52	-0.97	-0.64	-0.81	0.09	0.61	1.22
ENSMUSG00000038567:CYP24A1	0.00	-0.24	-0.29	-0.06	0.22	1.46	1.72	1.90
ENSMUSG00000038569:RAD9B	0.00	0.17	0.36	0.52	0.81	1.02	0.46	0.91
ENSMUSG00000038572:BPIFB5	0.00	0.30	-0.49	-1.38	-2.09	-3.11	-2.97	-2.14
ENSMUSG00000038576:SUSD4	0.00	-0.36	0.37	0.81	1.33	1.04	1.64	2.18
ENSMUSG00000038578:SUSD1	0.00	-0.33	-0.93	-1.40	-1.98	-2.93	-1.88	-1.30
ENSMUSG00000038594:CEP85L	0.00	0.13	-0.32	-0.75	-0.70	-1.20	-1.17	-0.35
ENSMUSG00000038602:SLC35F1	0.00	0.12	1.56	1.33	2.45	2.06	3.29	3.90
ENSMUSG00000038605:SAMD10	0.00	-0.01	-0.22	-0.28	-0.04	0.28	0.71	1.22
ENSMUSG00000038608:DOCK10	0.00	-0.22	-0.18	-0.10	0.15	-1.85	-3.34	-3.93
ENSMUSG00000038648:CREB3L2	0.00	-0.91	-1.07	-1.62	-2.78	-4.42	-4.03	-3.45
ENSMUSG00000038650:RNH1	0.00	-0.20	-0.31	-0.68	-0.97	-1.13	-0.85	-1.13
ENSMUSG00000038651:SYCP2L	0.00	-0.38	-0.55	-0.28	-0.90	-2.90	-3.35	-3.96
ENSMUSG00000038665:DGKI	0.00	0.00	-0.15	-0.06	0.13	0.80	0.73	1.00
ENSMUSG00000038668:LPAR1	0.00	0.33	0.45	0.66	0.53	-0.99	-2.50	-3.30
ENSMUSG00000038670:MYBPC2	0.00	0.22	0.07	1.87	3.01	2.76	2.61	2.43
ENSMUSG00000038677:SCUBE3	0.00	-0.30	-1.36	-1.22	-1.90	-2.12	-1.97	-2.27
ENSMUSG00000038679:TRPS1	0.00	0.12	-0.65	-0.90	-1.35	-2.91	-3.03	-2.16
ENSMUSG00000038692:HOXB4	0.00	-0.42	-0.34	-1.20	-1.54	-1.16	-1.65	-1.58
ENSMUSG00000038695:JOSD2	0.00	0.01	0.50	0.48	0.40	0.81	1.21	1.18
ENSMUSG00000038712:FAM63A	0.00	-0.18	-0.02	0.05	0.33	-0.28	-1.53	-2.11
ENSMUSG00000038718:PBX3	0.00	0.15	0.05	0.11	0.68	0.97	1.36	1.66
ENSMUSG00000038732:MBOAT1	0.00	0.71	0.18	0.54	1.41	2.39	2.80	3.13
ENSMUSG00000038738:SHANK1	0.00	-0.15	0.25	0.61	0.99	1.88	1.12	0.69
ENSMUSG00000038740:MVB12B	0.00	-0.58	-2.18	-2.30	-3.18	-3.44	-1.27	0.52
ENSMUSG00000038742:ANGPTL6	0.00	-0.19	-0.06	0.45	0.87	0.99	1.50	1.56
ENSMUSG00000038754:ELOVL3	0.00	0.10	-0.06	-0.04	0.19	0.47	1.45	0.99
ENSMUSG00000038763:ALPK3	0.00	-0.58	-2.32	-2.15	-2.62	-3.74	-3.64	-2.96
ENSMUSG00000038764:PTPN3	0.00	-0.24	0.85	0.99	1.13	1.82	1.71	1.60
ENSMUSG00000038765:LMX1B	0.00	-0.41	-1.20	-0.69	-1.01	-0.89	-0.40	-0.88
ENSMUSG00000038770:KPNA7	0.00	0.20	2.72	1.46	0.11	-0.27	-0.75	-0.76
ENSMUSG00000038773:KDM3B	0.00	-0.11	-0.49	-0.60	-1.22	-1.30	-1.65	-1.37
ENSMUSG00000038775:VILL	0.00	-0.04	-0.01	0.61	0.98	0.21	1.01	1.19
ENSMUSG00000038776:EPHX1	0.00	-0.65	-2.41	-1.52	-1.45	-2.68	-2.19	-2.76
ENSMUSG00000038777:SEMA6C	0.00	-0.97	-2.04	-1.23	-1.49	-1.72	-1.33	-0.79
ENSMUSG00000038781:STAP2	0.00	0.09	-0.93	-0.43	0.27	0.45	1.37	1.77
ENSMUSG00000038803:OST4	0.00	0.41	0.53	0.75	1.00	1.07	0.67	0.14
ENSMUSG00000038806:SDE2	0.00	0.40	-0.22	-0.20	-0.33	-0.51	-0.78	-1.04
ENSMUSG00000038807:RAP1GAP2	0.00	-0.44	-2.03	-2.23	-2.73	-3.13	-1.80	-0.96
ENSMUSG00000038811:GNGT2	0.00	-0.22	0.69	1.02	1.49	0.81	1.10	1.05
ENSMUSG00000038816:CTNNAL1	0.00	-0.14	1.37	1.54	1.44	1.58	1.44	0.69
ENSMUSG00000038840:BIRC7	0.00	-0.60	-1.33	-1.68	-2.22	-2.81	-2.40	-3.02
ENSMUSG00000038855:ITPKB	0.00	-0.66	-0.78	-1.21	-1.76	-1.37	-0.61	0.54
ENSMUSG00000038860:GARNL3	0.00	-0.25	-1.25	-0.96	-0.80	-1.44	-1.23	-0.34
ENSMUSG00000038861:PI4KB	0.00	-0.24	-0.10	-0.25	-0.58	-0.62	-0.89	-1.13
ENSMUSG00000038872:ZFHX3	0.00	-0.88	-0.44	-0.18	0.79	1.67	1.83	1.88
ENSMUSG00000038879:NIPAL2	0.00	-0.05	-0.70	-0.65	-0.38	-1.52	-1.44	-1.04
ENSMUSG00000038886:MAN2A2	0.00	-0.19	-0.66	-0.79	-1.18	-2.29	-1.46	-0.65
ENSMUSG00000038893:FAM117A	0.00	-0.35	-0.77	-0.50	-0.70	-1.00	-0.92	-1.50
ENSMUSG00000038894:IRS2	0.00	1.18	0.78	0.01	-0.13	1.26	1.72	3.04
ENSMUSG00000038903:CCDC68	0.00	-0.42	-1.77	-2.29	-3.84	-4.42	-3.99	-2.35
ENSMUSG00000038910:PLCL2	0.00	-0.05	-0.51	-1.19	-1.67	-1.74	-1.06	-0.40
ENSMUSG00000038916:SOGA3	0.00	0.47	4.27	4.26	3.77	3.98	2.82	2.72
ENSMUSG00000038917:3930402G23RIK	0.00	0.20	0.48	0.42	0.59	1.12	0.67	0.83
ENSMUSG00000038930:RCCD1	0.00	-1.12	-0.16	0.14	0.13	0.47	0.73	1.12
ENSMUSG00000038932:TCFL5	0.00	0.26	0.64	1.22	2.23	2.70	2.82	3.08
ENSMUSG00000038936:SCCPDH	0.00	0.13	0.39	-0.08	-0.53	-1.58	-1.58	-1.22
